SubjId,Day,ActType,frequency,DietType,frequency,HoursSleep,slpType,Morningness,Eveningness,Lark,Owl
045,11.25.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 2, 1, 0, 2, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 0, 1, 1, 0, 1, 3, 1, 1]",8.407778,2,1,0,1,0
045,11.26.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 1, 1, 0, 2, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 0, 1, 1, 0, 1, 3, 1, 1]",7.853333,1,1,0,1,0
048,10.13.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 1, 0, 0, 0, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",9.948889,3,1,0,1,0
050,10.23.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 0, 10, 0, 3, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 2, 0, 0, 0, 1, 1, 0, 0]",8.991111,2,0,1,0,1
050,10.24.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 2, 0, 3, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 2, 0, 0, 0, 2, 1, 0, 1]",12.334444,4,0,0,0,0
050,10.25.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 0, 2, 0, 1, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",12.095556,4,0,0,0,0
050,10.26.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 4, 1, 1, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[3, 2, 2, 2, 0, 0, 2, 1, 2, 1, 1]",9.755556,3,1,0,1,0
050,10.27.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[4, 0, 8, 1, 3, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[3, 3, 2, 2, 0, 0, 3, 3, 2, 1, 1]",10.98,4,1,0,1,0
050,10.28.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 0, 8, 1, 1, 0, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 3, 1, 2, 0, 1, 3, 3, 1, 1, 1]",8.96,2,1,0,1,0
050,10.30.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 0, 6, 1, 2, 2, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 3, 1, 1, 0, 2, 3, 1, 2, 1, 1]",7.751111,1,1,0,1,0
050,10.31.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[4, 0, 8, 1, 2, 2, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 3, 1, 3, 0, 1, 3, 1, 2, 1, 1]",11.011111,4,0,0,0,0
050,11.1.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 2, 1, 1, 2, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 2, 2, 0, 1, 3, 1, 2, 1, 1]",8.272222,2,0,1,0,1
050,11.2.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 4, 1, 1, 2, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1]",8.584444,2,1,0,1,0
050,11.3.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[6, 0, 10, 1, 1, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[2, 1, 2, 1, 0, 1, 1, 1, 4, 1, 1]",8.491111,2,1,0,1,0
050,11.4.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 0, 4, 1, 1, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 2, 1, 0, 1, 1, 1, 2, 1, 1]",8.678889,2,1,0,1,0
050,11.5.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[5, 0, 8, 1, 1, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1]",9.481111,3,1,0,1,0
051,11.13.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 1, 0, 2, 0, 0, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]",8.938889,2,1,0,1,0
051,11.15.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 2, 1, 3, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",8.136667,2,1,1,0,0
051,11.16.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 5, 1, 3, 0, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1]",8.626667,2,1,0,1,0
051,11.18.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 5, 1, 3, 0, 1, 3]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1]",7.97,1,1,0,1,0
051,11.19.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 3, 2, 1, 4, 0, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1]",7.484444,1,1,0,1,0
051,11.20.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[2, 2, 3, 1, 2, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1]",8.741111,2,1,0,1,0
051,11.21.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 4, 1, 2, 0, 1, 3]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1]",8.542222,2,1,0,1,0
051,11.23.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 2, 4, 1, 2, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",9.115556,3,1,0,1,0
051,11.24.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 2, 6, 1, 2, 0, 1, 4]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",9.501111,3,1,0,1,0
051,11.25.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 6, 1, 2, 0, 1, 3]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 1]",8.053333,2,1,0,1,0
052,10.23.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 1, 0, 0, 0, 0, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8.011111,2,1,1,0,0
052,10.24.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 6, 1, 0, 0, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0]",7.033333,1,0,1,0,1
052,10.25.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 6, 4, 0, 0, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1]",10.282222,4,0,1,0,1
052,10.26.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 1, 4, 0, 1, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 3, 1, 1, 1, 1, 1, 2, 3, 1, 1]",7.83,1,1,0,1,0
052,10.27.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 4, 1, 0, 1, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",5.823333,0,1,1,0,0
052,10.28.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 3, 7, 0, 1, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1]",9.032222,3,0,1,0,1
052,10.30.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 7, 3, 1, 1, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]",8.001111,2,1,0,1,0
052,10.31.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 7, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",9.314444,3,0,1,0,1
052,11.1.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 12, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 1, 3, 1, 5, 1, 1]",8.698889,2,0,1,0,1
052,11.2.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 12, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1]",9.084444,3,0,1,0,1
052,11.3.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 3, 6, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1]",10.981111,4,0,1,0,1
053,11.6.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 2, 1, 5, 0, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2]",8.375556,2,0,1,0,1
053,11.7.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 1, 1, 1, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",6.47,0,0,1,0,1
053,11.8.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 4, 3, 1, 1, 1, 3]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",8.157778,2,0,1,0,1
053,11.10.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 1, 1, 3, 3, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",11.015556,4,0,0,0,0
056,11.24.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 0, 1, 0, 4, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 0, 3, 0, 0, 0, 0, 2, 1, 0]",9.386667,3,1,0,1,0
056,11.25.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 0, 2, 1, 4, 0, 2, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 0, 3, 0, 0, 3, 2, 2, 1, 0]",8.251111,2,1,0,1,0
056,11.26.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 0, 4, 1, 4, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 0, 2, 0, 0, 1, 2, 1, 1, 1]",10.584444,4,1,0,1,0
056,11.27.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 0, 3, 1, 4, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 3, 0, 1, 2, 2, 1, 1, 2]",9.292222,3,1,0,1,0
056,11.28.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 12, 2, 3, 1, 5, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2]",9.011111,3,0,1,0,1
056,11.29.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 16, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2]",8.313333,2,1,0,1,0
056,11.30.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 0, 4, 1, 2, 1, 2, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 1, 0, 1, 2, 2, 1, 1, 2]",7.646667,1,1,0,1,0
058,12.18.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 2, 1, 1, 1, 1, 1, 2]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 2, 1, 3, 1, 0, 1, 1, 2, 1, 1]",5.355556,0,0,1,0,1
059,12.4.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 0, 0, 0, 0, 0, 0, 0]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",7.697778,1,1,1,0,0
059,12.5.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[0, 2, 0, 0, 0, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0]",7.156667,1,1,1,0,0
059,12.7.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[1, 2, 4, 1, 2, 0, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 0, 2, 2, 0, 0, 2, 3, 2, 1]",8.282222,1,1,0,1,0
059,12.8.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[3, 1, 6, 1, 2, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1]",6.927778,1,1,1,0,0
059,12.10.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[3, 5, 2, 1, 2, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 0, 2, 2, 0, 0, 1, 2, 1, 1]",7.707778,1,1,1,0,0
059,12.11.2014,"['transportation1', 'transportation3', 'transportation2', 'social', 'entertainmentRelax', 'sport', 'others', 'workStudy']","[3, 2, 2, 1, 1, 1, 1, 1]","['caffeineD', 'dairyP', 'grainP', 'snacks', 'alcoholD', 'seafood', 'fruitP', 'meatP', 'compositeP', 'vegetables', 'starchyP']","[0, 1, 1, 2, 2, 0, 0, 1, 3, 1, 1]",7.272222,1,1,0,1,0
